1;17.08.2012 11:57:07 AM;16.08.2012 5:37:46 PM;18.322689972
1;17.08.2012 12:06:49 PM;17.08.2012 11:57:07 AM;0.161809216111111
1;17.08.2012 12:08:31 PM;17.08.2012 11:57:07 AM;0.190099167527778
1;17.08.2012 1:14:19 PM;17.08.2012 12:09:09 PM;1.08612141922222
1;17.08.2012 1:14:50 PM;17.08.2012 1:14:19 PM;0.00871413927777778
1;17.08.2012 1:15:57 PM;17.08.2012 1:14:19 PM;0.0272588110833333
1;17.08.2012 1:18:29 PM;17.08.2012 1:14:19 PM;0.0694787259166667
2;22.08.2012 11:23:40 AM;21.08.2012 3:46:36 PM;19.6178214131389
2;22.08.2012 1:34:37 PM;22.08.2012 12:59:08 PM;0.59156694075
2;22.08.2012 1:28:57 PM;22.08.2012 12:59:08 PM;0.497045423305556
2;22.08.2012 1:28:21 PM;22.08.2012 12:59:08 PM;0.487187915055556
2;22.08.2012 1:34:03 PM;22.08.2012 12:59:08 PM;0.582048062944444
2;22.08.2012 1:26:20 PM;22.08.2012 12:59:08 PM;0.453590715611111
2;22.08.2012 1:24:44 PM;22.08.2012 12:59:08 PM;0.426816128638889
2;22.08.2012 1:29:14 PM;22.08.2012 12:59:08 PM;0.501874032833333
2;22.08.2012 1:33:28 PM;22.08.2012 12:59:08 PM;0.572243057694444
2;22.08.2012 1:35:46 PM;22.08.2012 12:59:08 PM;0.610671644583333
2;22.08.2012 1:27:41 PM;22.08.2012 12:59:08 PM;0.476010331277778
